Unnamed: 0,Name,Age,Salary,PAN,Email,PAN_valid,Email_valid,Age_valid,Salary_valid,Overall_Status,Errors
1569,Neha,-5.0,47823.0,EBHytHunbq,test@gmail,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1570,Aman,130.0,-10000.0,KWBSH7738T,,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1571,,,,GITVP6225N,ufoniv@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1572,Anjali,,,OJVIH1409D,mtzvdz@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1573,Rahul,95.0,,RXINR7973V,xtlswk@gmail.com,True,True,True,False,False,Invalid Salary
1574,Karan,130.0,,QFBRO2792B,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1575,Simran,,-10000.0,DCGOZ1643Z,xinmoq@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1576,,-5.0,99737.0,SMCPR6623W,test@gmail,True,False,False,True,False,"Invalid Email, Invalid Age"
1577,Rahul,,,iM9y5ytd3g,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1578,Rahul,-5.0,95997.0,RQAXW8368V,sljuvd@gmail.com,True,True,False,True,False,Invalid Age
1579,Rahul,-5.0,75053.0,bdEhp5E63S,rnxdmf@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1580,Rahul,,20490.0,B24NBzxPDI,vrqxya@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1581,,-5.0,-10000.0,PEXWP7638Y,lxzbzz@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1583,Anjali,130.0,75345.0,KJXKI1271X,abc@,True,False,False,True,False,"Invalid Email, Invalid Age"
1584,Rohit,130.0,,nwzChEPptR,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1585,Simran,,,RLCVG0378T,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1586,Rahul,,45975.0,PGCVV4960J,test@gmail,True,False,False,True,False,"Invalid Email, Invalid Age"
1587,Anjali,-5.0,95736.0,ZCVCP2723D,wtrhmi@gmail.com,True,True,False,True,False,Invalid Age
1588,Priya,130.0,-10000.0,8hRqgdXq8a,jspmzf@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1589,,-5.0,42853.0,WFWRQ6180W,dhkdnw@gmail.com,True,True,False,True,False,Invalid Age
1590,Anjali,130.0,24664.0,MLbVeZJBXL,ucsavi@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1591,Simran,130.0,-10000.0,QVQd5fSOmI,jinqzn@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1592,,130.0,-10000.0,POZZB8034J,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1593,Simran,,90352.0,TmPMe7USxY,diaggw@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1594,Karan,,,TAITCtDukN,pvvjwf@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1595,Simran,130.0,,gOqoIJLAMD,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1596,Priya,130.0,-10000.0,3Bjd2w0DEY,jblcno@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1597,,130.0,,SGCLA1211Q,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1598,Aman,-5.0,,gcFfIgEKkK,vwiieg@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1599,Rahul,,-10000.0,ZUTFB3996O,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1600,Anjali,64.0,-10000.0,8k9oRqLFSE,ocajru@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1601,Anjali,130.0,54505.0,pmtehtB1Lu,test@gmail,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1602,,,-10000.0,UYEXS8929F,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1603,,130.0,-10000.0,cXvewGaKJY,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1604,Karan,130.0,-10000.0,tJaGhP68yY,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1605,Karan,-5.0,33857.0,UgpyqNYsyo,test@gmail,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1606,Neha,,-10000.0,WQ343dkGgv,itsnnm@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1607,Anjali,130.0,,VSRIT0137J,,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1608,,1.0,-10000.0,HYUTY5693G,user@,True,False,True,False,False,"Invalid Email, Invalid Salary"
1609,Rohit,130.0,,LTIZI2377M,jdnqvy@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1610,Anjali,-5.0,-10000.0,3Q5pUCfFMf,uzwtvx@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1611,Karan,,,XNGZN4144H,rowccs@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1612,Karan,,92543.0,TIODB0637O,test@gmail,True,False,False,True,False,"Invalid Email, Invalid Age"
1613,,-5.0,,kDGc7Q4hiS,qxukyg@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1614,Rohit,130.0,-10000.0,MPQTD5947X,,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1615,Aman,,,MENFB5002L,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1616,Karan,-5.0,,OI0sK47qP8,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1617,Aman,,,MGT7S8ON9T,vpylan@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1618,Rohit,130.0,-10000.0,I1MRd9JVMd,flezpe@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1619,Simran,-5.0,-10000.0,NXMOG1503K,zusxwf@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1620,Rahul,-5.0,-10000.0,RORGR1203M,hgqrfn@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1621,,,20595.0,OVAKB4936R,,True,False,False,True,False,"Invalid Email, Invalid Age"
1622,Neha,-5.0,,MavLR6T8JI,jmxqbm@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1623,,93.0,,UOKLC1625C,rnfouq@gmail.com,True,True,True,False,False,Invalid Salary
1624,Rohit,,,TNJBX1615B,tpqyok@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1625,,,,7DAJkospxX,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1626,Simran,130.0,28414.0,FzYLTM0AdT,,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1627,Karan,130.0,23735.0,JNPBK4132S,adnhmu@gmail.com,True,True,False,True,False,Invalid Age
1628,Neha,130.0,,xPVWpyVAWt,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1629,Rahul,130.0,,y2IJBL6Xv0,hdomgv@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1630,,,-10000.0,z6c2BYTCpt,thwvvx@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1631,Aman,,,YTOED2115C,lhljzk@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1632,Rahul,-5.0,,CTOHM4931V,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1634,Aman,64.0,,6fW2JN8S9n,user@,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1635,Rohit,130.0,-10000.0,HNQGI3615G,hhxjuv@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1636,Priya,73.0,,Kykw42pouu,test@gmail,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1637,Rohit,-5.0,,EDFJK2934S,wgdeci@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1638,Simran,-5.0,22844.0,3HMBjb8iM7,byurah@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1639,Priya,,-10000.0,Nqq35v71VG,jrnowa@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1640,Aman,-5.0,,MIPQH5725W,yjbcly@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1641,Karan,,,YRTDX8573D,user@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1642,Priya,130.0,,QCGGdLBkio,cbkkke@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1643,Aman,-5.0,-10000.0,T6cVcLUM7a,user@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1644,Anjali,-5.0,,hRs4Qgpwsr,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1645,Aman,-5.0,-10000.0,YAORK6615B,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1646,Neha,,28959.0,YOKMN2933K,kaljrw@gmail.com,True,True,False,True,False,Invalid Age
1647,Aman,130.0,48426.0,VYWRc9yuaE,test@gmail,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1648,Aman,130.0,-10000.0,ExlvRphkZL,rsxfbk@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1649,Aman,130.0,-10000.0,FKNFK3325C,zqdsbb@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1650,Neha,,76814.0,3f0rZ6c60t,test@gmail,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1651,Simran,96.0,,kejtrnbcXt,abc@,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1652,Anjali,130.0,82002.0,Bh0EUzG631,kqoogk@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1653,Karan,,-10000.0,fVhORjUjY0,ilrarz@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1654,Rahul,130.0,93539.0,N1LIXfXU4j,gibukq@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1655,Karan,130.0,-10000.0,ggd72tIyit,user@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1656,,-5.0,57181.0,JMMDL6319X,zrxcrs@gmail.com,True,True,False,True,False,Invalid Age
1657,Neha,,,PLOHR0686S,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1658,Neha,-5.0,-10000.0,qXm1e8TIMm,yyvbrw@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1659,Anjali,-5.0,-10000.0,fXdi95sK3p,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1660,Aman,130.0,,0YeqtoxhLa,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1661,Anjali,-5.0,-10000.0,AQQDP0096J,wovjdb@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1662,Aman,-5.0,91840.0,bff0mwvguM,dqgnpu@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1663,Simran,-5.0,34993.0,1wjYDsjGC2,,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1664,Anjali,-5.0,,HXKKO0350S,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1665,Karan,130.0,-10000.0,dEuwzw874C,nddudg@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1666,Simran,130.0,69279.0,WHEEM0623D,test@gmail,True,False,False,True,False,"Invalid Email, Invalid Age"
1667,,130.0,93512.0,UZHCF2791S,abc@,True,False,False,True,False,"Invalid Email, Invalid Age"
1668,Rahul,,54909.0,7VpxtbauzS,abc@,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1669,Neha,-5.0,,AGfIxRmnSt,jadegx@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1670,Karan,130.0,55077.0,DMOPN1884Y,test@gmail,True,False,False,True,False,"Invalid Email, Invalid Age"
1671,Priya,95.0,-10000.0,slQw4QTslx,test@gmail,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1672,Karan,130.0,54683.0,fCZwTyrlrR,kmhzue@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1673,Anjali,130.0,21959.0,VKuy53cjCh,bcobdm@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1674,Aman,-5.0,,teXzWxFBac,ctjukt@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1675,Rohit,130.0,71678.0,EWFXK5255I,,True,False,False,True,False,"Invalid Email, Invalid Age"
1676,Rahul,-5.0,22211.0,zqUU3mFRur,,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1677,Anjali,-5.0,,LGMRA5088W,lvykbi@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1678,Neha,,-10000.0,CZ4kzBEWX8,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1679,Aman,-5.0,-10000.0,LYABT1341L,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1680,Priya,130.0,,GYCOOGFzFn,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1681,Rohit,30.0,,a7S9ek4NwS,user@,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1683,Neha,-5.0,,S8NveLbOA6,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1684,Aman,130.0,40199.0,TNKBV0981A,,True,False,False,True,False,"Invalid Email, Invalid Age"
1685,Anjali,-5.0,,4IiRPoBllY,vhuedu@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1687,Karan,,66102.0,TSUNg7uUqC,uqrojz@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1688,Simran,,-10000.0,tQrpfS6XoP,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1689,Karan,-5.0,25126.0,WFEYL7909Y,rmlhdt@gmail.com,True,True,False,True,False,Invalid Age
1690,Priya,,,SBVCD0044Z,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1691,Aman,1.0,84835.0,AWFWW5918H,test@gmail,True,False,True,True,False,Invalid Email
1692,Simran,-5.0,-10000.0,woLVVUAiFO,snrrky@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1693,Aman,130.0,28004.0,RFlBtU2Vss,mpxbyq@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1694,Neha,-5.0,-10000.0,fmFWJK4WOZ,user@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1695,Rohit,130.0,45707.0,TNTmm7CCZ4,rsilnd@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1696,Anjali,-5.0,,SCXFB4952F,elleeh@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1697,Simran,-5.0,-10000.0,XMFCG2526I,,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1698,Priya,,-10000.0,oqAQM4pGBl,user@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1699,Rohit,-5.0,52619.0,pPwfqktpmS,test@gmail,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1700,,-5.0,,r8asTyNzsX,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1701,Priya,,95003.0,BVJJI2445P,gwnuni@gmail.com,True,True,False,True,False,Invalid Age
1702,Neha,,-10000.0,MEOj4ejqBs,bckxfe@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1703,Neha,43.0,20406.0,PKBXO6970L,test@gmail,True,False,True,True,False,Invalid Email
1704,Anjali,,72624.0,wLVW6OYjei,qiuxls@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1705,Priya,130.0,-10000.0,8YwRs9wt8K,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1706,Neha,130.0,,gu88DzArSg,rkaaoo@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1707,Neha,-5.0,80796.0,o4gT6z6psf,gsjxdo@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1709,Aman,,,IPKVrsCstF,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1710,Rohit,-5.0,,REWBS2923U,,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1711,Neha,130.0,,KMqiAqlKyb,nthqln@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1712,Aman,58.0,,sag8hOFEzS,cunxpn@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1713,Neha,32.0,78607.0,U9AaSJU1Zk,,False,False,True,True,False,"Invalid PAN, Invalid Email"
1714,Neha,130.0,,XAxHqDvV7N,wineex@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1715,Aman,98.0,,8OjmoOywuy,xzkeah@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1716,Rohit,-5.0,-10000.0,MWCLA5171D,wmkeoa@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1717,Aman,130.0,93033.0,SUSXW7954H,jdpsbk@gmail.com,True,True,False,True,False,Invalid Age
1718,Rahul,-5.0,26617.0,WDLXT1139K,test@gmail,True,False,False,True,False,"Invalid Email, Invalid Age"
1719,Anjali,,-10000.0,TBLWK6498H,qdnyzg@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1720,Rohit,-5.0,-10000.0,J3a6WXMcdb,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1721,Anjali,-5.0,65530.0,2CxfDsuC7Q,test@gmail,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1722,Rahul,50.0,-10000.0,oO9ofb0AOt,user@,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1723,Anjali,,23459.0,3AkX5qO1bE,abc@,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1724,Anjali,29.0,-10000.0,gEL2EraVxf,,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1725,Rohit,-5.0,,JILSU5408K,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1726,Anjali,130.0,72704.0,t75PeC1Ffg,user@,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1727,Simran,,-10000.0,Td1qTJ386O,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1728,Anjali,130.0,81310.0,Bu0rbyJahJ,test@gmail,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1729,Anjali,130.0,,q5YT2ccwnK,user@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1730,Priya,-5.0,64346.0,XQQZY5404P,jyclbo@gmail.com,True,True,False,True,False,Invalid Age
1731,Karan,45.0,,hDgM3mo8UA,user@,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1732,Rahul,28.0,-10000.0,ROKDF2135O,thdjqh@gmail.com,True,True,True,False,False,Invalid Salary
1733,Simran,100.0,64257.0,H7a5YXPEw3,cubiwb@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1734,Priya,-5.0,76453.0,IZIDA0473U,,True,False,False,True,False,"Invalid Email, Invalid Age"
1735,Anjali,,-10000.0,vPwVzo1CuK,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1736,Neha,130.0,76611.0,AHIKD4450D,zmhanl@gmail.com,True,True,False,True,False,Invalid Age
1737,Rahul,130.0,,NBTBX6536L,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1738,Anjali,-5.0,20055.0,WjObZut4iD,jxjzhc@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1739,Neha,52.0,,aFNInCnYKV,lgcnut@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1740,Karan,,,DDBBA3588T,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1741,Priya,130.0,,BBNVM2929I,kokygm@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1742,Priya,130.0,-10000.0,OVLWO9543D,,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1743,Aman,-5.0,59002.0,SMRPU1223G,user@,True,False,False,True,False,"Invalid Email, Invalid Age"
1744,Priya,,-10000.0,FotZW6D8hZ,kjoraq@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1745,Aman,130.0,-10000.0,9l5aQoAOOV,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1746,Rohit,130.0,,RUFUV2605Z,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1747,Simran,-5.0,,qkGbDOWvJz,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1748,Anjali,-5.0,83932.0,RJGOQ2587A,,True,False,False,True,False,"Invalid Email, Invalid Age"
1749,Aman,130.0,79813.0,DLSMmVMku0,eeikyt@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1750,,-5.0,-10000.0,VXYRV4751O,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1751,Karan,23.0,-10000.0,ICOYT5253Y,dsqqmx@gmail.com,True,True,True,False,False,Invalid Salary
1753,Rahul,-5.0,,wfv4EUNrta,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1754,,130.0,,FIMNF1307K,geqydi@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1755,Karan,,,0hmtFQz7Sv,ryyulx@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1756,Simran,130.0,,jm5CAIa5WE,jpbnas@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1757,Priya,130.0,-10000.0,NvHEktiz64,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1758,Karan,130.0,,ETDUC1794E,ouqprf@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1759,Aman,130.0,,OBFJH8928M,cfjpza@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1760,Aman,-5.0,71978.0,GTGFU0033S,wjybes@gmail.com,True,True,False,True,False,Invalid Age
1761,Priya,,74101.0,LIKZR6744H,tugfbv@gmail.com,True,True,False,True,False,Invalid Age
1762,Simran,61.0,30069.0,cYF1ZoGV5e,test@gmail,False,False,True,True,False,"Invalid PAN, Invalid Email"
1763,Karan,,-10000.0,FJVttZ9VLq,ppwksk@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1764,Aman,130.0,98520.0,xN9DZxmQmN,,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1765,Anjali,-5.0,92433.0,FSTEO3817Y,user@,True,False,False,True,False,"Invalid Email, Invalid Age"
1766,Priya,130.0,,Qbv7o4EsB7,fmmert@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1767,Aman,,,Zjiro7K3mY,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1768,Priya,130.0,42362.0,HMHUL9083Q,hzguqj@gmail.com,True,True,False,True,False,Invalid Age
1769,Anjali,130.0,-10000.0,VzhsVhioiC,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1770,Anjali,130.0,82994.0,TP3ZVnL3Zl,yjwtou@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1771,Aman,130.0,,HNANA6300H,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1772,Anjali,-5.0,68707.0,QLWDB5287V,efnnje@gmail.com,True,True,False,True,False,Invalid Age
1773,Aman,,93440.0,S4Z5LJliQL,ehghma@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1774,Rahul,130.0,-10000.0,NFTOU2312A,tqppkc@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1775,Anjali,29.0,-10000.0,6zWRZ5N3a9,bcduei@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1776,Rohit,49.0,,ZLLTU2834G,doydhc@gmail.com,True,True,True,False,False,Invalid Salary
1777,Simran,,-10000.0,APDGQ3258Z,owjagd@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1778,Rohit,59.0,-10000.0,OrhNOpohfe,user@,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1779,Simran,29.0,-10000.0,wBNjejQnVC,,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1780,Rohit,,,RRic5Bo3R8,mexoox@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1781,Priya,,-10000.0,NORMS2926H,user@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1782,Neha,130.0,74035.0,p2BACUGU6n,abc@,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1783,Aman,53.0,75270.0,TFQUL9398R,abc@,True,False,True,True,False,Invalid Email
1785,Neha,-5.0,,QCEOU2995L,ejzuns@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1786,Simran,,-10000.0,ZHMREHkuA1,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1787,Karan,90.0,-10000.0,OVZRY4454T,abc@,True,False,True,False,False,"Invalid Email, Invalid Salary"
1788,Anjali,130.0,90305.0,DPTUY6305V,abc@,True,False,False,True,False,"Invalid Email, Invalid Age"
1789,,,-10000.0,XLGQO9029T,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1790,Priya,-5.0,-10000.0,VDD7NV0fPu,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1791,Rohit,130.0,,3YcEYBgMI5,sjkkek@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1792,Karan,130.0,,ZVZLQ4082Y,user@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1793,,130.0,,SnfgHM8VSI,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1794,Rohit,-5.0,-10000.0,UKALQ9557T,user@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
